1,"Participant 66","Consistant","Target 1 Raw Latency",1201,1528,2387,2387,1561,1638,1435,1841,1030,1185,1716,1779,1217,1389,1903,1513,2028,1248,1623,2293,1732,1747,1575,1575,2293,1326,2730,1295,1186,1279,2090,1435
1,"Participant 66","Consistant","Target 2 Raw Latency",1981,2777,1357,1903,1045,1638,1544,1966,1045,1887,1560,1982,1404,1310,2106,1794,921,3229,1638,2215,1108,1358,2652,3073,1311,1638,1404,4118,3074,1404,2200,1435
1,"Participant 66","Consistant","Target 3 Raw Latency",1466,1513,1684,1560,1264,1373,1732,1763,998,1513,1825,1513,1529,1216,1420,1778,1684,1264,1607,1513,1716,1263,1622,1887,1217,1420,1358,2605,1466,1201,1404,1622
1,"Participant 66","Consistant","Target 4 Raw Latency",1841,1514,2106,1919,2044,1498,2060,2714,1311,2059,1435,3713,1638,1607,1482,2496,1029,1295,1575,3042,1638,1295,1919,3557,1357,1482,1747,1513,1045,1576,2340,1716
1,"Participant 66","Consistant","Target 5 Raw Latency",1326,1466,1825,2902,1295,1576,1623,4696,1779,1903,3104,2043,1357,1373,1997,1514,2558,1560,1997,1576,1513,1591,2387,2106,1294,1810,2153,3900,1560,2059,1685,2761
1,"Participant 66","Consistant","Target 6 Raw Latency",1404,1326,2277,1544,1467,2168,1420,1498,1185,1076,1607,1716,1887,1279,1872,1622,1029,1373,1404,1669,1513,1544,2231,1732,1201,1154,1373,1700,1575,1373,1716,1638
1,"Participant 66","Consistant","Target 7 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 66","Consistant","Target 8 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 66","Consistant","Target 9 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 66","Consistant","Target 10 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 66","Consistant","Target 11 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 66","Consistant","Target 12 Raw Latency",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"Participant 66","Consistant","Target 1 Accuracy","Correct","Correct","Correct","Correct","Correct","Correct","Wrong","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Wrong","Wrong","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct"
1,"Participant 66","Consistant","Target 2 Accuracy","Correct","Correct","Correct","Correct","Correct","Wrong","Correct","Correct","Correct","Correct","Correct","Correct","Wrong","Correct","Correct","Correct","Wrong","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct"
1,"Participant 66","Consistant","Target 3 Accuracy","Wrong","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Wrong","Correct","Correct","Correct","Correct","Wrong","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct"
1,"Participant 66","Consistant","Target 4 Accuracy","Correct","Correct","Wrong","Correct","Correct","Correct","Correct","Wrong","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct"
1,"Participant 66","Consistant","Target 5 Accuracy","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Wrong","Correct","Correct","Correct","Wrong","Correct","Correct","Correct","Correct","Wrong","Wrong","Correct","Correct"
1,"Participant 66","Consistant","Target 6 Accuracy","Correct","Correct","Correct","Correct","Correct","Wrong","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Wrong","Correct","Correct","Correct","Correct","Correct","Correct","Correct","Wrong","Correct","Correct","Correct","Correct","Correct"
1,"Participant 66","Consistant","Target 7 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 66","Consistant","Target 8 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 66","Consistant","Target 9 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 66","Consistant","Target 10 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 66","Consistant","Target 11 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,"Participant 66","Consistant","Target 12 Accuracy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
