rownumber,experiment,participant,block_order,data_type,fp_c_tt1,fp_c_tt2,fp_c_tt3,fp_c_tt4,fp_ic_tt1,fp_ic_tt2,fp_ic_tt3,fp_ic_tt4,t1_c_tt1,t1_c_tt2,t1_c_tt3,t1_c_tt4,t1_ic_tt1,t1_ic_tt2,t1_ic_tt3,t1_ic_tt4,t2_c_tt1,t2_c_tt2,t2_c_tt3,t2_c_tt4,t2_ic_tt1,t2_ic_tt2,t2_ic_tt3,t2_ic_tt4,t3_c_tt1,t3_c_tt2,t3_c_tt3,t3_c_tt4,t3_ic_tt1,t3_ic_tt2,t3_ic_tt3,t3_ic_tt4
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 025,consistent,Target 6 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 025,consistent,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 025,consistent,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 025,consistent,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 025,consistent,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 025,consistent,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 025,consistent,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 028,consistent,Target 1 Raw Latency,889,967,1155,1014,1186,1186,1575,1451,1076,1108,1170,1638,936,1014,1311,2153,843,1045,1310,1826,1404,1186,1201,1919,1217,1217,936,1529,1046,1108,1092,1420
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 028,consistent,Target 2 Raw Latency,780,1248,890,952,1061,998,1591,1326,1170,905,1217,1279,905,999,1186,1498,780,1154,1357,1514,1045,889,1934,1294,827,1139,1310,1061,936,1388,1279,1560
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 028,consistent,Target 3 Raw Latency,967,1061,1451,1264,1108,1607,1154,1045,1248,1482,1310,1310,936,952,1404,1295,936,1045,1076,1154,936,967,1123,1701,983,874,1357,1123,1872,1108,1435,1154
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 028,consistent,Target 4 Raw Latency,843,1201,1435,1092,1170,1060,1201,1575,1014,999,1108,1997,1092,1108,1326,1607,920,1107,1295,1202,936,1466,1513,1654,937,1451,1264,2044,1138,1762,2059,1654
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 028,consistent,Target 5 Raw Latency,967,1014,1606,1170,827,1311,1202,2262,920,889,1264,3042,1607,1014,1809,1794,812,1342,1996,2028,1950,2059,1904,2075,1045,1232,3088,2075,1576,1295,1779,1436
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 028,consistent,Target 6 Raw Latency,936,983,1045,1092,1233,858,1108,1295,951,999,1326,2028,1045,982,2168,1358,1061,936,1497,2059,1061,967,1138,1514,889,1217,1404,983,998,920,1264,1388
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 028,consistent,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 028,consistent,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 028,consistent,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 028,consistent,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 028,consistent,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 028,consistent,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 028,consistent,Target 1 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 028,consistent,Target 2 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Wrong
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 028,consistent,Target 3 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Wrong,Correct
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 028,consistent,Target 4 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 028,consistent,Target 5 Accuracy,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 028,consistent,Target 6 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Wrong,Wrong,Correct,Correct
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 028,consistent,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 028,consistent,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 028,consistent,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 028,consistent,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 028,consistent,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 028,consistent,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 030,consistent,Target 1 Raw Latency,998,1467,2215,1014,1607,1653,1092,1060,936,1498,1030,1248,1139,1061,1217,1295,1154,1341,2356,2917,1263,2169,874,2387,1201,1154,1436,1092,842,889,1076,1326
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 030,consistent,Target 2 Raw Latency,1092,983,1123,1622,1544,1045,1701,1217,733,1357,951,1981,858,1295,1030,2262,717,1778,999,1388,936,1264,998,2340,1092,1077,982,2262,1123,1186,1076,2043
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 030,consistent,Target 3 Raw Latency,1076,1295,1685,1076,1279,905,1342,1123,1248,1279,983,1216,2044,1030,1123,1575,1029,1996,2059,2824,1716,1560,998,1264,1233,1732,1638,2091,905,1606,812,1560
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 030,consistent,Target 4 Raw Latency,858,1248,1201,1263,1092,1170,1029,1560,874,1373,1092,1731,1186,936,1731,1965,998,1154,1295,1139,1716,1279,1575,1170,764,982,1155,1654,952,1014,1279,1529
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 030,consistent,Target 5 Raw Latency,968,1310,1435,1404,1466,1373,2059,1497,1123,1576,1326,1170,1280,1077,983,2542,920,1248,1404,1466,2090,1217,1560,2106,889,1279,2152,1700,1965,1341,1342,1435
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 030,consistent,Target 6 Raw Latency,967,1029,1607,1217,1139,873,1123,1544,967,842,1154,983,1357,1029,967,904,936,812,905,1108,1388,1279,1201,967,952,1076,1107,967,1622,1201,1341,951
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 030,consistent,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 030,consistent,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 030,consistent,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 030,consistent,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 030,consistent,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 030,consistent,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 030,consistent,Target 1 Accuracy,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Wrong,Correct,Wrong,Correct,Wrong,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 030,consistent,Target 2 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 030,consistent,Target 3 Accuracy,Correct,Correct,Wrong,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 030,consistent,Target 4 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Wrong,Correct,Wrong,Correct,Wrong,Correct,Correct,Wrong,Correct,Wrong,Correct
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 030,consistent,Target 5 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 030,consistent,Target 6 Accuracy,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 030,consistent,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 030,consistent,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 030,consistent,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 030,consistent,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 030,consistent,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 030,consistent,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 031,consistent,Target 1 Raw Latency,920,1248,1389,1217,983,967,1108,1310,998,921,1233,1139,1123,1326,1155,1264,1201,967,1841,1170,889,983,1498,1264,703,1779,1217,998,842,905,1014,1310
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 031,consistent,Target 2 Raw Latency,826,1076,1108,1185,1155,1139,1685,2013,1030,1451,1155,967,999,1107,1139,1326,1029,1077,1311,1295,1014,1280,889,1232,874,1029,1451,1139,1342,1123,1107,1560
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 031,consistent,Target 3 Raw Latency,1107,1466,873,1498,1029,1076,1201,1185,890,890,1528,1216,999,874,1279,1263,983,921,1248,1310,1139,998,921,1498,905,686,920,1248,1014,1529,1060,1108
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 031,consistent,Target 4 Raw Latency,936,920,1232,2371,1061,1404,1591,1482,1154,1107,1170,1451,1342,1170,1170,2372,843,1233,1077,1326,905,1295,999,1264,702,1155,1123,1420,811,1701,1280,1154
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 031,consistent,Target 5 Raw Latency,1030,1545,1279,1482,1388,1373,1809,1373,1107,1217,1217,2075,921,920,1529,1482,905,1498,1404,1872,1233,998,1653,1435,749,873,1482,1139,1279,967,999,1280
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 031,consistent,Target 6 Raw Latency,858,1388,874,1701,1076,764,1216,1264,765,1092,967,2059,1232,967,1653,1326,1030,1092,1248,999,982,826,1794,1514,702,951,998,1794,905,951,1684,1201
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 031,consistent,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 031,consistent,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 031,consistent,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 031,consistent,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 031,consistent,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 031,consistent,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 031,consistent,Target 1 Accuracy,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Wrong,Correct,Correct,Wrong
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 031,consistent,Target 2 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 031,consistent,Target 3 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 031,consistent,Target 4 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 031,consistent,Target 5 Accuracy,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 031,consistent,Target 6 Accuracy,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Wrong,Correct
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 031,consistent,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 031,consistent,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 031,consistent,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 031,consistent,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 031,consistent,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 031,consistent,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 032,consistent,Target 1 Raw Latency,1076,1092,1216,1217,1467,1108,1295,1279,1076,1170,1248,1123,1170,936,1186,1264,2168,983,1841,1139,1295,1030,1311,1170,1030,1139,1388,2028,1217,999,1061,1264
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 032,consistent,Target 2 Raw Latency,998,1139,1108,1311,1108,967,1419,1560,999,1513,1716,1248,1155,999,1186,1497,1123,1060,1186,4540,1092,1092,1107,1341,1107,1295,1092,1545,1170,1170,1217,1950
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 032,consistent,Target 3 Raw Latency,1046,1202,1295,1232,1061,1185,1139,1389,1076,1092,1279,1139,1170,1326,1216,1185,1217,1248,1310,1092,1124,1014,1373,1404,1029,1186,1279,1295,1123,1170,1217,1186
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 032,consistent,Target 4 Raw Latency,1155,1123,1622,1155,1264,1014,998,1857,1014,1123,1513,1404,1357,1544,1311,1263,1092,1076,1092,1295,1217,999,1170,1389,8096,1450,1107,2355,1202,1108,1326,1498
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 032,consistent,Target 5 Raw Latency,1108,1420,1139,1201,1045,1201,1310,1139,1092,1482,1170,1201,1623,1092,1061,1279,1326,1732,1545,1529,1280,1279,1373,1638,4040,1186,1450,1404,1154,1108,998,1560
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 032,consistent,Target 6 Raw Latency,1061,1092,1373,1217,1170,983,1388,1201,1513,1093,1825,1108,1248,1763,1154,1201,1014,1358,1154,1217,1450,1076,1295,1451,921,952,1373,1139,1342,999,1528,1466
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 032,consistent,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 032,consistent,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 032,consistent,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 032,consistent,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 032,consistent,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 032,consistent,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 032,consistent,Target 1 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Wrong,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 032,consistent,Target 2 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Wrong,Correct,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 032,consistent,Target 3 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Wrong,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 032,consistent,Target 4 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Wrong
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 032,consistent,Target 5 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 032,consistent,Target 6 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 032,consistent,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 032,consistent,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 032,consistent,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 032,consistent,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 032,consistent,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 032,consistent,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 034,consistent,Target 1 Raw Latency,1514,1513,2169,2215,1654,967,1357,3542,1014,1030,1248,1622,2075,2090,2371,1201,1623,1139,2793,1342,1154,1202,1482,1997,1373,1170,1388,1653,1155,1700,1232,1342
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 034,consistent,Target 2 Raw Latency,998,1498,1576,1467,1763,1872,1841,1388,1014,1513,1201,1498,1295,1154,1592,1420,1154,1654,1264,1872,1185,2153,1825,1420,1404,1217,1435,1872,1248,1279,1887,1545
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 034,consistent,Target 3 Raw Latency,1326,1170,1264,1170,983,1311,2355,1622,905,1217,1202,1217,1092,1138,1310,2730,983,1248,1233,1451,1326,1248,2247,1935,1233,2184,1497,1233,1638,1061,1622,1263
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 034,consistent,Target 4 Raw Latency,1170,1373,1591,1451,1279,1638,1888,1357,1404,1342,1763,1716,1030,1310,2059,1467,1342,1451,1778,1419,1092,1186,1575,2012,1794,2060,2059,1529,1029,1513,1295,1294
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 034,consistent,Target 5 Raw Latency,1638,1482,1404,1123,1045,1529,1342,1638,1108,1435,1997,1685,1030,1357,1389,1560,889,1466,1372,1326,2091,1279,1248,1809,1154,1591,1482,1388,983,1264,1389,1326
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 034,consistent,Target 6 Raw Latency,1154,1108,1513,1107,1341,1139,1373,1107,1014,1014,1435,1263,1638,2091,1357,1310,1263,999,1404,1841,951,1201,1497,1435,1045,1934,1716,1264,1029,1092,1825,1092
1,van der kaap et al - 2018 - needs satisfaction irap,Participant 034,consistent,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
