rownumber,experiment,participant,block_order,data_type,fp_c_tt1,fp_c_tt2,fp_c_tt3,fp_c_tt4,fp_ic_tt1,fp_ic_tt2,fp_ic_tt3,fp_ic_tt4,t1_c_tt1,t1_c_tt2,t1_c_tt3,t1_c_tt4,t1_ic_tt1,t1_ic_tt2,t1_ic_tt3,t1_ic_tt4,t2_c_tt1,t2_c_tt2,t2_c_tt3,t2_c_tt4,t2_ic_tt1,t2_ic_tt2,t2_ic_tt3,t2_ic_tt4,t3_c_tt1,t3_c_tt2,t3_c_tt3,t3_c_tt4,t3_ic_tt1,t3_ic_tt2,t3_ic_tt3,t3_ic_tt4
1,van der kaap et al - 2018 - needs desire irap,Participant 026,consistent,Target 2 Raw Latency,1232,1139,1825,1466,1388,1342,1202,1544,1139,1186,1435,1419,999,1607,2293,1966,1061,1856,2886,1528,2137,1357,2371,2386,1077,1981,2574,1809,1232,1466,1404,1919
1,van der kaap et al - 2018 - needs desire irap,Participant 026,consistent,Target 3 Raw Latency,1622,1310,2043,2215,1077,1248,1310,2527,1155,1295,2028,1575,999,1435,1451,2590,1077,1435,1638,1294,1248,1294,2324,2590,1154,1326,3198,2075,1669,1809,1482,2184
1,van der kaap et al - 2018 - needs desire irap,Participant 026,consistent,Target 4 Raw Latency,1201,2044,1170,1466,1107,1279,1388,1919,1311,1623,1264,1825,1123,936,1185,1950,1045,1217,2309,2496,1170,1201,1685,1654,1232,1560,1248,1903,889,2184,1857,1653
1,van der kaap et al - 2018 - needs desire irap,Participant 026,consistent,Target 5 Raw Latency,1528,1435,2013,2028,1857,1810,2090,1887,1295,1841,2075,1919,1233,1294,1685,1716,2012,1420,1435,1950,2106,1544,2870,1732,1513,1295,3370,1404,1825,2511,1435,2527
1,van der kaap et al - 2018 - needs desire irap,Participant 026,consistent,Target 6 Raw Latency,1217,998,2262,1622,1670,1825,1295,1186,1451,1872,1669,1654,1186,1279,1857,1435,1186,1591,1497,1295,1232,983,2996,2262,2060,1123,1217,1217,1404,1201,1903,1903
1,van der kaap et al - 2018 - needs desire irap,Participant 026,consistent,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 026,consistent,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 026,consistent,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 026,consistent,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 026,consistent,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 026,consistent,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 026,consistent,Target 1 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Wrong,Correct,Wrong,Correct,Wrong,Wrong,Wrong,Correct,Wrong,Correct,Correct,Correct,Correct,Wrong
1,van der kaap et al - 2018 - needs desire irap,Participant 026,consistent,Target 2 Accuracy,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Wrong,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs desire irap,Participant 026,consistent,Target 3 Accuracy,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Wrong,Correct,Wrong,Correct,Correct
1,van der kaap et al - 2018 - needs desire irap,Participant 026,consistent,Target 4 Accuracy,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong
1,van der kaap et al - 2018 - needs desire irap,Participant 026,consistent,Target 5 Accuracy,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs desire irap,Participant 026,consistent,Target 6 Accuracy,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Wrong
1,van der kaap et al - 2018 - needs desire irap,Participant 026,consistent,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs desire irap,Participant 026,consistent,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs desire irap,Participant 026,consistent,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs desire irap,Participant 026,consistent,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs desire irap,Participant 026,consistent,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs desire irap,Participant 026,consistent,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs desire irap,Participant 027,consistent,Target 1 Raw Latency,1436,1466,1825,2075,1466,1576,1560,1903,1357,1419,1592,1981,1529,1233,1544,2995,1217,1201,1778,1607,1669,1248,2808,1747,1310,1388,1731,1903,2590,1248,1592,2902
1,van der kaap et al - 2018 - needs desire irap,Participant 027,consistent,Target 2 Raw Latency,1591,1591,1934,1841,1420,1186,1560,3963,1450,1560,1497,1825,1404,1341,1576,1748,1264,1997,1498,2621,1404,1155,1653,2262,1341,1560,1747,1950,1560,1264,2902,3183
1,van der kaap et al - 2018 - needs desire irap,Participant 027,consistent,Target 3 Raw Latency,1248,1420,1638,1622,1357,2761,1919,2652,1155,1170,2855,4368,1295,1264,1794,2730,1358,1217,1279,4477,1466,1529,1513,1576,1295,1295,1716,2667,1716,1280,1716,1701
1,van der kaap et al - 2018 - needs desire irap,Participant 027,consistent,Target 4 Raw Latency,1435,1451,2309,1997,1248,1529,1435,1872,1201,1467,2121,1528,1389,1170,1513,2387,1248,1373,1467,1935,1560,1341,1685,1763,1186,1513,1763,1934,1295,1560,2465,2153
1,van der kaap et al - 2018 - needs desire irap,Participant 027,consistent,Target 5 Raw Latency,1311,1498,1654,1840,1514,1529,1857,2262,1310,1404,1950,2434,1716,1123,1498,1840,1201,1451,2465,2028,1857,1373,1669,3213,1497,3682,3479,2106,1279,1185,4103,5429
1,van der kaap et al - 2018 - needs desire irap,Participant 027,consistent,Target 6 Raw Latency,1373,2434,1592,1420,1810,1420,1576,1420,1466,1419,1654,2324,1389,1279,1279,1748,1326,1358,2979,1685,1389,1107,1420,2277,1202,1185,2090,2418,1263,2121,1856,1654
1,van der kaap et al - 2018 - needs desire irap,Participant 027,consistent,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 027,consistent,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 027,consistent,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 027,consistent,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 027,consistent,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 027,consistent,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 027,consistent,Target 1 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs desire irap,Participant 027,consistent,Target 2 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs desire irap,Participant 027,consistent,Target 3 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs desire irap,Participant 027,consistent,Target 4 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct
1,van der kaap et al - 2018 - needs desire irap,Participant 027,consistent,Target 5 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Wrong,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs desire irap,Participant 027,consistent,Target 6 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Wrong,Correct,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs desire irap,Participant 027,consistent,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs desire irap,Participant 027,consistent,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs desire irap,Participant 027,consistent,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs desire irap,Participant 027,consistent,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs desire irap,Participant 027,consistent,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs desire irap,Participant 027,consistent,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs desire irap,Participant 029,consistent,Target 1 Raw Latency,921,905,1170,983,1779,858,1279,2434,1295,874,1966,1186,1482,1357,1918,1748,1107,1124,1404,1919,983,951,1264,1108,920,936,1435,858,1295,889,1326,1560
1,van der kaap et al - 2018 - needs desire irap,Participant 029,consistent,Target 2 Raw Latency,1030,842,1544,1201,1388,1186,1450,1748,936,1248,983,1372,843,1108,1809,1545,952,1498,1295,1357,1108,983,2371,1419,874,1809,1232,1872,1030,1467,1280,1233
1,van der kaap et al - 2018 - needs desire irap,Participant 029,consistent,Target 3 Raw Latency,1061,999,1295,1685,921,1014,1217,1482,983,1202,1341,1389,1123,921,1030,1607,1046,1326,1544,1357,905,998,920,1794,1248,1170,1107,1138,920,1919,1622,1482
1,van der kaap et al - 2018 - needs desire irap,Participant 029,consistent,Target 4 Raw Latency,951,951,1560,1233,842,936,967,1248,983,1685,1170,1295,874,780,2091,2012,921,1108,1108,1279,1201,1201,1170,1732,858,1357,2371,983,1888,1217,1264,1497
1,van der kaap et al - 2018 - needs desire irap,Participant 029,consistent,Target 5 Raw Latency,1467,1123,1077,1216,1575,998,2060,1654,904,1092,1420,1669,1357,1279,2372,2122,951,1217,1623,2138,1685,1436,1326,1607,858,967,1092,1326,1342,1544,1404,1826
1,van der kaap et al - 2018 - needs desire irap,Participant 029,consistent,Target 6 Raw Latency,1108,967,1669,1185,1388,1045,1170,1061,1248,1014,1310,1482,1124,905,998,1326,874,952,1186,889,1591,982,1264,2433,1108,982,1482,842,1045,843,1420,1950
1,van der kaap et al - 2018 - needs desire irap,Participant 029,consistent,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 029,consistent,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 029,consistent,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 029,consistent,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 029,consistent,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 029,consistent,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 029,consistent,Target 1 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong
1,van der kaap et al - 2018 - needs desire irap,Participant 029,consistent,Target 2 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Wrong,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs desire irap,Participant 029,consistent,Target 3 Accuracy,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Wrong,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Wrong,Correct,Wrong,Correct
1,van der kaap et al - 2018 - needs desire irap,Participant 029,consistent,Target 4 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs desire irap,Participant 029,consistent,Target 5 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Wrong,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs desire irap,Participant 029,consistent,Target 6 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs desire irap,Participant 029,consistent,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs desire irap,Participant 029,consistent,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs desire irap,Participant 029,consistent,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs desire irap,Participant 029,consistent,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs desire irap,Participant 029,consistent,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs desire irap,Participant 029,consistent,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs desire irap,Participant 03,consistent,Target 1 Raw Latency,1077,1638,1669,1701,1497,1358,1233,1794,1123,1154,2168,1435,1248,1201,3136,1357,1154,1294,1514,1342,1357,1108,2574,1435,1077,1466,1326,1404,1264,1077,1466,1981
1,van der kaap et al - 2018 - needs desire irap,Participant 03,consistent,Target 2 Raw Latency,1108,1295,1685,1934,1280,1607,1357,1794,1123,1623,1202,1653,2199,1498,1919,1747,1108,1295,1076,1794,983,1201,1388,1498,936,1139,1591,1419,1216,1201,1467,1654
1,van der kaap et al - 2018 - needs desire irap,Participant 03,consistent,Target 3 Raw Latency,1326,1170,1419,3073,1264,1404,1482,1966,1029,1295,1389,1529,1217,1232,1778,1716,1092,1201,1716,1404,1762,1108,1373,1357,1575,1310,1466,1747,1279,1186,1294,1248
1,van der kaap et al - 2018 - needs desire irap,Participant 03,consistent,Target 4 Raw Latency,1264,1373,1544,1419,1763,1341,1872,1701,1170,1263,1513,1357,1061,1263,1280,1825,1014,1170,1498,1451,1342,1435,1950,1591,1186,2247,2044,1404,1170,1186,1373,1857
1,van der kaap et al - 2018 - needs desire irap,Participant 03,consistent,Target 5 Raw Latency,1077,1419,1654,1497,1716,1404,1482,3572,1201,1138,1825,1856,1185,1357,2200,2169,1030,1357,1810,1576,1280,1060,1606,1357,1138,1544,1669,1498,1528,1154,1279,1560
1,van der kaap et al - 2018 - needs desire irap,Participant 03,consistent,Target 6 Raw Latency,1217,1185,1685,1638,1435,1076,2262,3136,1170,1170,1357,1357,1186,1138,1311,2137,983,1529,2402,1919,1092,1279,1467,2340,1061,1139,1935,1186,1295,1123,1544,1466
1,van der kaap et al - 2018 - needs desire irap,Participant 03,consistent,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 03,consistent,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 03,consistent,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 03,consistent,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 03,consistent,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 03,consistent,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 03,consistent,Target 1 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs desire irap,Participant 03,consistent,Target 2 Accuracy,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs desire irap,Participant 03,consistent,Target 3 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs desire irap,Participant 03,consistent,Target 4 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs desire irap,Participant 03,consistent,Target 5 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs desire irap,Participant 03,consistent,Target 6 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct
1,van der kaap et al - 2018 - needs desire irap,Participant 03,consistent,Target 7 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs desire irap,Participant 03,consistent,Target 8 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs desire irap,Participant 03,consistent,Target 9 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs desire irap,Participant 03,consistent,Target 10 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs desire irap,Participant 03,consistent,Target 11 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs desire irap,Participant 03,consistent,Target 12 Accuracy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,van der kaap et al - 2018 - needs desire irap,Participant 033,consistent,Target 1 Raw Latency,905,795,1123,1279,1248,968,1497,1825,1872,1529,1201,1045,1669,1061,936,1107,1045,1295,1138,1061,1045,1263,1060,1014,1248,936,1170,936,1076,1498,1029,1232
1,van der kaap et al - 2018 - needs desire irap,Participant 033,consistent,Target 2 Raw Latency,1170,1311,1155,1420,1076,1076,1716,2324,1233,952,967,1061,1186,1280,1076,1108,1077,842,1092,983,998,1295,1029,1014,967,1529,1045,1170,1201,967,1201,1186
1,van der kaap et al - 2018 - needs desire irap,Participant 033,consistent,Target 3 Raw Latency,968,1030,1280,1185,1232,1248,1170,1404,952,968,1139,1513,874,951,1030,1217,998,952,1077,936,1358,1123,1342,1092,1092,1638,1654,1233,1294,1076,1030,1232
1,van der kaap et al - 2018 - needs desire irap,Participant 033,consistent,Target 4 Raw Latency,1201,1857,1451,1186,2215,1498,1404,1170,983,1497,1139,1685,1513,1123,1809,1014,1451,1825,1497,1170,1045,1170,2902,1576,889,889,1186,951,1154,1388,1295,1342
1,van der kaap et al - 2018 - needs desire irap,Participant 033,consistent,Target 5 Raw Latency,936,1279,998,1092,1373,1825,1373,1185,1154,1076,1622,1872,1497,983,1046,1139,858,1014,1888,1014,1029,1560,952,1342,1216,1076,1045,1045,1185,1638,1592,1123
1,van der kaap et al - 2018 - needs desire irap,Participant 033,consistent,Target 6 Raw Latency,1155,1575,1467,2075,1326,1201,1124,1294,1155,1170,1092,983,1061,1232,1544,1014,1107,936,1107,1950,951,1201,1170,1763,967,1154,998,1763,1014,1030,1357,1108
1,van der kaap et al - 2018 - needs desire irap,Participant 033,consistent,Target 7 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 033,consistent,Target 8 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 033,consistent,Target 9 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 033,consistent,Target 10 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 033,consistent,Target 11 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 033,consistent,Target 12 Raw Latency,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,van der kaap et al - 2018 - needs desire irap,Participant 033,consistent,Target 1 Accuracy,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Wrong,Wrong,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct
1,van der kaap et al - 2018 - needs desire irap,Participant 033,consistent,Target 2 Accuracy,Wrong,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Wrong,Correct,Correct,Correct,Correct,Correct,Correct,Wrong,Correct
